name;surname;date;hours_amount
Antoni;Niewiadomski;07-04-2022;1
Kazimierz;Szczepanski;07-04-2022;0
Szymon;Nowakowski;07-04-2022;0
Juliusz;Krol;08-04-2022;0,5
Szymon;Nowakowski;08-04-2022;0,5
Adam;Kaczmarek;08-04-2022;0
Kazimierz;Szczepanski;08-04-2022;0
Juliusz;Krol;09-04-2022;6,5
Aleksander;Urbanski;09-04-2022;3
Szymon;Nowakowski;09-04-2022;2,5
Przemyslaw;Romanowski;09-04-2022;1,5
Antoni;Niewiadomski;10-04-2022;3,5
Juliusz;Krol;10-04-2022;3,5
Antoni;Niewiadomski;10-04-2022;3,5
Kazimierz;Szczepanski;10-04-2022;2
Juliusz;Krol;11-04-2022;2,5
Juliusz;Krol;11-04-2022;2,5
Juliusz;Krol;11-04-2022;2,5
Przemyslaw;Romanowski;11-04-2022;2
Jacek;Romanowski;11-04-2022;2
Juliusz;Krol;11-04-2022;2,5
Kazimierz;Szczepanski;12-04-2022;0,5
Aleksander;Urbanski;12-04-2022;1
Kazimierz;Szczepanski;12-04-2022;0,5
Aleksander;Urbanski;12-04-2022;1
Przemyslaw;Romanowski;13-04-2022;3,25
Aleksander;Urbanski;13-04-2022;0,5
Przemyslaw;Romanowski;13-04-2022;3,25
Aleksander;Urbanski;13-04-2022;0,5
Jacek;Romanowski;13-04-2022;1
Antoni;Niewiadomski;14-04-2022;3
Jacek;Romanowski;14-04-2022;0
Aleksander;Urbanski;14-04-2022;1
Antoni;Niewiadomski;14-04-2022;3
Szymon;Nowakowski;14-04-2022;1,5
Przemyslaw;Romanowski;15-04-2022;1
Adam;Kaczmarek;15-04-2022;1,5
Adam;Kaczmarek;15-04-2022;1,5
Adam;Kaczmarek;15-04-2022;1,5
Kazimierz;Szczepanski;15-04-2022;4
Jacek;Romanowski;15-04-2022;1,25
Kazimierz;Szczepanski;16-04-2022;0
Przemyslaw;Romanowski;16-04-2022;0
Adam;Kaczmarek;16-04-2022;1,75
Jacek;Romanowski;16-04-2022;1
Juliusz;Krol;16-04-2022;0
Aleksander;Urbanski;16-04-2022;2
Szymon;Nowakowski;17-04-2022;2
Juliusz;Krol;17-04-2022;1
Aleksander;Urbanski;17-04-2022;0
Szymon;Nowakowski;17-04-2022;2
Antoni;Niewiadomski;17-04-2022;0
Adam;Kaczmarek;18-04-2022;0
Przemyslaw;Romanowski;18-04-2022;0
Antoni;Niewiadomski;18-04-2022;1
Kazimierz;Szczepanski;18-04-2022;1
Aleksander;Urbanski;18-04-2022;2,5
Juliusz;Krol;19-04-2022;3
Przemyslaw;Romanowski;19-04-2022;0
Juliusz;Krol;19-04-2022;3
Juliusz;Krol;19-04-2022;3
Szymon;Nowakowski;20-04-2022;2
Juliusz;Krol;20-04-2022;0
Przemyslaw;Romanowski;20-04-2022;2,5
Aleksander;Urbanski;20-04-2022;2
Adam;Kaczmarek;20-04-2022;1
Jacek;Romanowski;21-04-2022;0,5
Juliusz;Krol;21-04-2022;2
Kazimierz;Szczepanski;21-04-2022;3
Aleksander;Urbanski;21-04-2022;0
Adam;Kaczmarek;21-04-2022;4
Jacek;Romanowski;22-04-2022;1,5
Adam;Kaczmarek;22-04-2022;0,5
Antoni;Niewiadomski;22-04-2022;0
Aleksander;Urbanski;22-04-2022;2
Jacek;Romanowski;22-04-2022;1,5
Jacek;Romanowski;23-04-2022;1,5
Antoni;Niewiadomski;23-04-2022;1,5
Juliusz;Krol;23-04-2022;1,5
Przemyslaw;Romanowski;23-04-2022;4,5
Antoni;Niewiadomski;23-04-2022;1,5
Antoni;Niewiadomski;24-04-2022;1
Przemyslaw;Romanowski;24-04-2022;0
Aleksander;Urbanski;24-04-2022;1
Aleksander;Urbanski;24-04-2022;1
Szymon;Nowakowski;24-04-2022;5,5
Juliusz;Krol;25-04-2022;3,5
Kazimierz;Szczepanski;25-04-2022;0
Kazimierz;Szczepanski;25-04-2022;0
Juliusz;Krol;25-04-2022;3,5
Juliusz;Krol;26-04-2022;1
Jacek;Romanowski;26-04-2022;1
Antoni;Niewiadomski;26-04-2022;1,5
Antoni;Niewiadomski;26-04-2022;1,5
Antoni;Niewiadomski;27-04-2022;2,5
Adam;Kaczmarek;27-04-2022;3
Antoni;Niewiadomski;27-04-2022;2,5
Jacek;Romanowski;27-04-2022;0
Juliusz;Krol;28-04-2022;0
Aleksander;Urbanski;28-04-2022;1,5
Adam;Kaczmarek;28-04-2022;1,25
Aleksander;Urbanski;28-04-2022;1,5
Kazimierz;Szczepanski;29-04-2022;0
Juliusz;Krol;29-04-2022;0,25
Szymon;Nowakowski;29-04-2022;1,5
Juliusz;Krol;29-04-2022;0,25
Jacek;Romanowski;29-04-2022;1
Przemyslaw;Romanowski;29-04-2022;3
Juliusz;Krol;30-04-2022;0,5
Przemyslaw;Romanowski;30-04-2022;1
Adam;Kaczmarek;30-04-2022;5
Adam;Kaczmarek;30-04-2022;5
Przemyslaw;Romanowski;01-05-2022;1,25
Jacek;Romanowski;01-05-2022;3,5
Jacek;Romanowski;01-05-2022;3,5
Adam;Kaczmarek;01-05-2022;2,5
Kazimierz;Szczepanski;01-05-2022;3
Przemyslaw;Romanowski;02-05-2022;0
Kazimierz;Szczepanski;02-05-2022;0
Aleksander;Urbanski;02-05-2022;0
Antoni;Niewiadomski;02-05-2022;0
Kazimierz;Szczepanski;03-05-2022;1
Aleksander;Urbanski;03-05-2022;3
Adam;Kaczmarek;03-05-2022;1
Przemyslaw;Romanowski;03-05-2022;1
Kazimierz;Szczepanski;03-05-2022;1
Jacek;Romanowski;04-05-2022;1
Przemyslaw;Romanowski;04-05-2022;4,5
Przemyslaw;Romanowski;04-05-2022;4,5
Kazimierz;Szczepanski;04-05-2022;1
Przemyslaw;Romanowski;04-05-2022;4,5
Przemyslaw;Romanowski;04-05-2022;4,5
Antoni;Niewiadomski;05-05-2022;3
Antoni;Niewiadomski;05-05-2022;3
Jacek;Romanowski;05-05-2022;1,5
Kazimierz;Szczepanski;05-05-2022;2
Aleksander;Urbanski;05-05-2022;2
Adam;Kaczmarek;06-05-2022;0
Aleksander;Urbanski;06-05-2022;3
Antoni;Niewiadomski;06-05-2022;3,75
Antoni;Niewiadomski;06-05-2022;3,75
Aleksander;Urbanski;06-05-2022;3
Jacek;Romanowski;06-05-2022;1,5
Adam;Kaczmarek;07-05-2022;1
Antoni;Niewiadomski;07-05-2022;2,5
Kazimierz;Szczepanski;07-05-2022;1
Jacek;Romanowski;07-05-2022;0,5
Kazimierz;Szczepanski;07-05-2022;1
Przemyslaw;Romanowski;08-05-2022;3,5
Szymon;Nowakowski;08-05-2022;4
Szymon;Nowakowski;08-05-2022;4
Adam;Kaczmarek;08-05-2022;3,25
Przemyslaw;Romanowski;08-05-2022;3,5
Adam;Kaczmarek;09-05-2022;6
Przemyslaw;Romanowski;09-05-2022;0,25
Juliusz;Krol;09-05-2022;1,5
Juliusz;Krol;09-05-2022;1,5
Aleksander;Urbanski;09-05-2022;5
Adam;Kaczmarek;09-05-2022;6
Szymon;Nowakowski;10-05-2022;4
Szymon;Nowakowski;10-05-2022;4
Juliusz;Krol;10-05-2022;1
Juliusz;Krol;10-05-2022;1
Szymon;Nowakowski;10-05-2022;4
Szymon;Nowakowski;10-05-2022;4
Jacek;Romanowski;11-05-2022;1
Kazimierz;Szczepanski;11-05-2022;0,5
Antoni;Niewiadomski;11-05-2022;3
Antoni;Niewiadomski;11-05-2022;3
Adam;Kaczmarek;11-05-2022;1,5
Adam;Kaczmarek;12-05-2022;0
Szymon;Nowakowski;12-05-2022;5,5
Jacek;Romanowski;12-05-2022;4
Przemyslaw;Romanowski;12-05-2022;0
Szymon;Nowakowski;12-05-2022;5,5
Kazimierz;Szczepanski;12-05-2022;0
Przemyslaw;Romanowski;13-05-2022;1,5
Szymon;Nowakowski;13-05-2022;1
Szymon;Nowakowski;13-05-2022;1
Jacek;Romanowski;13-05-2022;5
Jacek;Romanowski;13-05-2022;5
Kazimierz;Szczepanski;13-05-2022;0
Szymon;Nowakowski;14-05-2022;2
Jacek;Romanowski;14-05-2022;3,5
Kazimierz;Szczepanski;14-05-2022;1
Szymon;Nowakowski;14-05-2022;2
Adam;Kaczmarek;15-05-2022;3
Aleksander;Urbanski;15-05-2022;2
Szymon;Nowakowski;15-05-2022;1,5
Juliusz;Krol;15-05-2022;0
Adam;Kaczmarek;15-05-2022;3
Antoni;Niewiadomski;15-05-2022;2
Szymon;Nowakowski;16-05-2022;3
Aleksander;Urbanski;16-05-2022;3,5
Szymon;Nowakowski;16-05-2022;3
Aleksander;Urbanski;16-05-2022;3,5
Przemyslaw;Romanowski;16-05-2022;1
Kazimierz;Szczepanski;16-05-2022;2
Przemyslaw;Romanowski;17-05-2022;2,5
Antoni;Niewiadomski;17-05-2022;1
Kazimierz;Szczepanski;17-05-2022;1
Adam;Kaczmarek;17-05-2022;0
Juliusz;Krol;18-05-2022;0
Aleksander;Urbanski;18-05-2022;1,5
Przemyslaw;Romanowski;18-05-2022;1
Aleksander;Urbanski;18-05-2022;1,5
Juliusz;Krol;18-05-2022;0
Szymon;Nowakowski;19-05-2022;2
Kazimierz;Szczepanski;19-05-2022;1,75
Antoni;Niewiadomski;19-05-2022;0,5
Juliusz;Krol;19-05-2022;0
Szymon;Nowakowski;19-05-2022;2
Kazimierz;Szczepanski;19-05-2022;1,75
Przemyslaw;Romanowski;20-05-2022;2
Aleksander;Urbanski;20-05-2022;0
Szymon;Nowakowski;20-05-2022;0,5
Adam;Kaczmarek;20-05-2022;3,5
Adam;Kaczmarek;21-05-2022;1
Antoni;Niewiadomski;21-05-2022;1
Jacek;Romanowski;21-05-2022;2,5
Jacek;Romanowski;21-05-2022;2,5
Juliusz;Krol;22-05-2022;0
Przemyslaw;Romanowski;22-05-2022;2,5
Szymon;Nowakowski;22-05-2022;0,5
Przemyslaw;Romanowski;22-05-2022;2,5
Antoni;Niewiadomski;22-05-2022;0
Adam;Kaczmarek;23-05-2022;2
Adam;Kaczmarek;23-05-2022;2
Jacek;Romanowski;23-05-2022;0,5
Aleksander;Urbanski;23-05-2022;0,5
Antoni;Niewiadomski;23-05-2022;0
Antoni;Niewiadomski;24-05-2022;4
Kazimierz;Szczepanski;24-05-2022;2
Kazimierz;Szczepanski;24-05-2022;2
Antoni;Niewiadomski;24-05-2022;4
Aleksander;Urbanski;25-05-2022;1
Przemyslaw;Romanowski;25-05-2022;0,5
Juliusz;Krol;25-05-2022;1
Kazimierz;Szczepanski;25-05-2022;1,25
Kazimierz;Szczepanski;25-05-2022;1,25
Jacek;Romanowski;25-05-2022;0
Kazimierz;Szczepanski;26-05-2022;2,5
Kazimierz;Szczepanski;26-05-2022;2,5
Przemyslaw;Romanowski;26-05-2022;4
Przemyslaw;Romanowski;26-05-2022;4
Kazimierz;Szczepanski;27-05-2022;0
Aleksander;Urbanski;27-05-2022;3
Aleksander;Urbanski;27-05-2022;3
Szymon;Nowakowski;27-05-2022;0
Antoni;Niewiadomski;28-05-2022;4,5
Adam;Kaczmarek;28-05-2022;3
Antoni;Niewiadomski;28-05-2022;4,5
Aleksander;Urbanski;28-05-2022;1
Adam;Kaczmarek;28-05-2022;3
Kazimierz;Szczepanski;29-05-2022;2
Przemyslaw;Romanowski;29-05-2022;1
Przemyslaw;Romanowski;29-05-2022;1
Jacek;Romanowski;29-05-2022;0
Adam;Kaczmarek;30-05-2022;0
Szymon;Nowakowski;30-05-2022;2
Antoni;Niewiadomski;30-05-2022;1
Juliusz;Krol;30-05-2022;1,5
Juliusz;Krol;31-05-2022;3
Aleksander;Urbanski;31-05-2022;3
Juliusz;Krol;31-05-2022;3
Juliusz;Krol;31-05-2022;3
Kazimierz;Szczepanski;31-05-2022;0
Aleksander;Urbanski;01-06-2022;0
Antoni;Niewiadomski;01-06-2022;1
Przemyslaw;Romanowski;01-06-2022;1,5
Juliusz;Krol;01-06-2022;0,5
Aleksander;Urbanski;02-06-2022;1
Przemyslaw;Romanowski;02-06-2022;3,5
Adam;Kaczmarek;02-06-2022;2,5
Aleksander;Urbanski;02-06-2022;1
Adam;Kaczmarek;03-06-2022;0
Przemyslaw;Romanowski;03-06-2022;0,5
Kazimierz;Szczepanski;03-06-2022;1,5
Antoni;Niewiadomski;03-06-2022;2,5
Juliusz;Krol;03-06-2022;1,5
Aleksander;Urbanski;03-06-2022;1
Jacek;Romanowski;04-06-2022;4
Przemyslaw;Romanowski;04-06-2022;2,75
Jacek;Romanowski;04-06-2022;4
Adam;Kaczmarek;04-06-2022;0
Przemyslaw;Romanowski;04-06-2022;2,75
Przemyslaw;Romanowski;05-06-2022;3
Adam;Kaczmarek;05-06-2022;4
Adam;Kaczmarek;05-06-2022;4
Juliusz;Krol;05-06-2022;0
Aleksander;Urbanski;06-06-2022;3
Przemyslaw;Romanowski;06-06-2022;0,25
Kazimierz;Szczepanski;06-06-2022;0,25
Antoni;Niewiadomski;06-06-2022;5,5
Aleksander;Urbanski;06-06-2022;3
Antoni;Niewiadomski;06-06-2022;5,5
Kazimierz;Szczepanski;07-06-2022;0
Antoni;Niewiadomski;07-06-2022;2
Przemyslaw;Romanowski;07-06-2022;0
Szymon;Nowakowski;07-06-2022;1
Aleksander;Urbanski;07-06-2022;2
Kazimierz;Szczepanski;07-06-2022;0
Jacek;Romanowski;08-06-2022;1
Kazimierz;Szczepanski;08-06-2022;5
Antoni;Niewiadomski;08-06-2022;2
Adam;Kaczmarek;08-06-2022;0,25
Szymon;Nowakowski;09-06-2022;0,5
Szymon;Nowakowski;09-06-2022;0,5
Antoni;Niewiadomski;09-06-2022;0
Przemyslaw;Romanowski;09-06-2022;0,5
Kazimierz;Szczepanski;10-06-2022;0,5
Adam;Kaczmarek;10-06-2022;0
Szymon;Nowakowski;10-06-2022;0
Kazimierz;Szczepanski;10-06-2022;0,5
Jacek;Romanowski;11-06-2022;0,25
Kazimierz;Szczepanski;11-06-2022;1,5
Antoni;Niewiadomski;11-06-2022;1
Aleksander;Urbanski;11-06-2022;0,5
Kazimierz;Szczepanski;11-06-2022;1,5
Jacek;Romanowski;11-06-2022;0,25
Przemyslaw;Romanowski;12-06-2022;2
Szymon;Nowakowski;12-06-2022;1,5
Aleksander;Urbanski;12-06-2022;0
Antoni;Niewiadomski;12-06-2022;1
Kazimierz;Szczepanski;12-06-2022;0
Adam;Kaczmarek;13-06-2022;1
Aleksander;Urbanski;13-06-2022;1
Juliusz;Krol;13-06-2022;0,5
Kazimierz;Szczepanski;13-06-2022;2
Kazimierz;Szczepanski;13-06-2022;2
Juliusz;Krol;14-06-2022;0
Adam;Kaczmarek;14-06-2022;1,5
Kazimierz;Szczepanski;14-06-2022;2
Kazimierz;Szczepanski;14-06-2022;2
Antoni;Niewiadomski;14-06-2022;0
Kazimierz;Szczepanski;15-06-2022;1,5
Kazimierz;Szczepanski;15-06-2022;1,5
Szymon;Nowakowski;15-06-2022;2
Juliusz;Krol;15-06-2022;2
Juliusz;Krol;16-06-2022;1,5
Adam;Kaczmarek;16-06-2022;3
Szymon;Nowakowski;16-06-2022;0
Jacek;Romanowski;16-06-2022;5
Przemyslaw;Romanowski;17-06-2022;1,5
Antoni;Niewiadomski;17-06-2022;3
Aleksander;Urbanski;17-06-2022;0
Juliusz;Krol;17-06-2022;2,5
Jacek;Romanowski;18-06-2022;0,5
Juliusz;Krol;18-06-2022;0
Przemyslaw;Romanowski;18-06-2022;1
Aleksander;Urbanski;18-06-2022;0
Kazimierz;Szczepanski;18-06-2022;0
Jacek;Romanowski;19-06-2022;1,5
Adam;Kaczmarek;19-06-2022;2
Juliusz;Krol;19-06-2022;0
Adam;Kaczmarek;19-06-2022;2
Antoni;Niewiadomski;20-06-2022;2,5
Juliusz;Krol;20-06-2022;0
Szymon;Nowakowski;20-06-2022;2
Jacek;Romanowski;20-06-2022;1,5
Antoni;Niewiadomski;20-06-2022;2,5
Adam;Kaczmarek;21-06-2022;0
Juliusz;Krol;21-06-2022;1
Przemyslaw;Romanowski;21-06-2022;2,5
Przemyslaw;Romanowski;21-06-2022;2,5
Szymon;Nowakowski;21-06-2022;0,25
Juliusz;Krol;22-06-2022;1
Aleksander;Urbanski;22-06-2022;3,5
Aleksander;Urbanski;22-06-2022;3,5
Adam;Kaczmarek;22-06-2022;0
Juliusz;Krol;22-06-2022;1
Kazimierz;Szczepanski;23-06-2022;1,5
Jacek;Romanowski;23-06-2022;3
Kazimierz;Szczepanski;23-06-2022;1,5
Antoni;Niewiadomski;23-06-2022;0
Jacek;Romanowski;24-06-2022;3,5
Antoni;Niewiadomski;24-06-2022;0,5
Szymon;Nowakowski;24-06-2022;0
Juliusz;Krol;24-06-2022;1,5
Szymon;Nowakowski;25-06-2022;2,5
Kazimierz;Szczepanski;25-06-2022;1
Kazimierz;Szczepanski;25-06-2022;1
Antoni;Niewiadomski;25-06-2022;2
Szymon;Nowakowski;25-06-2022;2,5
Kazimierz;Szczepanski;26-06-2022;2,5
Aleksander;Urbanski;26-06-2022;0,25
Antoni;Niewiadomski;26-06-2022;1,5
Kazimierz;Szczepanski;26-06-2022;2,5
Adam;Kaczmarek;26-06-2022;0,5
Aleksander;Urbanski;27-06-2022;0
Szymon;Nowakowski;27-06-2022;0
Juliusz;Krol;27-06-2022;2
Antoni;Niewiadomski;27-06-2022;3,5
Antoni;Niewiadomski;28-06-2022;1
Przemyslaw;Romanowski;28-06-2022;0,5
Jacek;Romanowski;28-06-2022;0
Szymon;Nowakowski;28-06-2022;0,25
Adam;Kaczmarek;28-06-2022;3,5
Juliusz;Krol;29-06-2022;3
Juliusz;Krol;29-06-2022;3
Juliusz;Krol;29-06-2022;3
Adam;Kaczmarek;29-06-2022;0
Kazimierz;Szczepanski;30-06-2022;3
Adam;Kaczmarek;30-06-2022;6,5
Adam;Kaczmarek;30-06-2022;6,5
Antoni;Niewiadomski;30-06-2022;1
Adam;Kaczmarek;30-06-2022;6,5
Aleksander;Urbanski;30-06-2022;0
Jacek;Romanowski;01-07-2022;2,75
Jacek;Romanowski;01-07-2022;2,75
Przemyslaw;Romanowski;01-07-2022;1,25
Aleksander;Urbanski;01-07-2022;0
Kazimierz;Szczepanski;02-07-2022;0,5
Antoni;Niewiadomski;02-07-2022;0,5
Jacek;Romanowski;02-07-2022;1,5
Aleksander;Urbanski;02-07-2022;3,5
Antoni;Niewiadomski;03-07-2022;1,5
Adam;Kaczmarek;03-07-2022;1,5
Kazimierz;Szczepanski;03-07-2022;4
Szymon;Nowakowski;03-07-2022;0
Przemyslaw;Romanowski;03-07-2022;2
Jacek;Romanowski;04-07-2022;0,25
Szymon;Nowakowski;04-07-2022;0
Antoni;Niewiadomski;04-07-2022;1
Aleksander;Urbanski;04-07-2022;0
Juliusz;Krol;04-07-2022;0,5
Szymon;Nowakowski;05-07-2022;2
Adam;Kaczmarek;05-07-2022;1
Adam;Kaczmarek;05-07-2022;1
Juliusz;Krol;05-07-2022;3
Antoni;Niewiadomski;05-07-2022;1,5
Szymon;Nowakowski;05-07-2022;2
Antoni;Niewiadomski;06-07-2022;3
Jacek;Romanowski;06-07-2022;0,5
Juliusz;Krol;06-07-2022;2,5
Aleksander;Urbanski;06-07-2022;0
Przemyslaw;Romanowski;06-07-2022;0,5
Adam;Kaczmarek;06-07-2022;1
Szymon;Nowakowski;07-07-2022;0,5
Antoni;Niewiadomski;07-07-2022;0,25
Antoni;Niewiadomski;07-07-2022;0,25
Kazimierz;Szczepanski;07-07-2022;2,5
Przemyslaw;Romanowski;07-07-2022;0
Przemyslaw;Romanowski;08-07-2022;0
Aleksander;Urbanski;08-07-2022;2
Adam;Kaczmarek;08-07-2022;1
Juliusz;Krol;08-07-2022;4
Juliusz;Krol;08-07-2022;4
Aleksander;Urbanski;08-07-2022;2
Aleksander;Urbanski;09-07-2022;0
Antoni;Niewiadomski;09-07-2022;2
Kazimierz;Szczepanski;09-07-2022;3
Aleksander;Urbanski;09-07-2022;0
Jacek;Romanowski;10-07-2022;2
Przemyslaw;Romanowski;10-07-2022;0
Aleksander;Urbanski;10-07-2022;2
Aleksander;Urbanski;10-07-2022;2
Jacek;Romanowski;10-07-2022;2
Juliusz;Krol;11-07-2022;3,5
Aleksander;Urbanski;11-07-2022;1
Adam;Kaczmarek;11-07-2022;3
Kazimierz;Szczepanski;11-07-2022;2
Jacek;Romanowski;11-07-2022;1
Kazimierz;Szczepanski;11-07-2022;2
Aleksander;Urbanski;12-07-2022;1
Aleksander;Urbanski;12-07-2022;1
Jacek;Romanowski;12-07-2022;1
Juliusz;Krol;12-07-2022;0,5
Kazimierz;Szczepanski;12-07-2022;2
Aleksander;Urbanski;13-07-2022;2,5
Kazimierz;Szczepanski;13-07-2022;3,25
Kazimierz;Szczepanski;13-07-2022;3,25
Juliusz;Krol;13-07-2022;0
Przemyslaw;Romanowski;14-07-2022;4,5
Antoni;Niewiadomski;14-07-2022;2,5
Przemyslaw;Romanowski;14-07-2022;4,5
Przemyslaw;Romanowski;14-07-2022;4,5
Aleksander;Urbanski;15-07-2022;0,5
Adam;Kaczmarek;15-07-2022;2,5
Adam;Kaczmarek;15-07-2022;2,5
Antoni;Niewiadomski;15-07-2022;2,5
Antoni;Niewiadomski;15-07-2022;2,5
Kazimierz;Szczepanski;16-07-2022;3
Kazimierz;Szczepanski;16-07-2022;3
Antoni;Niewiadomski;16-07-2022;0
Szymon;Nowakowski;16-07-2022;2
Adam;Kaczmarek;16-07-2022;0
Jacek;Romanowski;17-07-2022;5,5
Adam;Kaczmarek;17-07-2022;0
Szymon;Nowakowski;17-07-2022;1
Aleksander;Urbanski;17-07-2022;0
Aleksander;Urbanski;17-07-2022;0
Jacek;Romanowski;17-07-2022;5,5
Antoni;Niewiadomski;18-07-2022;2,5
Aleksander;Urbanski;18-07-2022;1
Przemyslaw;Romanowski;18-07-2022;0
Juliusz;Krol;18-07-2022;3
Przemyslaw;Romanowski;19-07-2022;2,5
Kazimierz;Szczepanski;19-07-2022;1
Aleksander;Urbanski;19-07-2022;0
Jacek;Romanowski;19-07-2022;0
Kazimierz;Szczepanski;20-07-2022;0
Przemyslaw;Romanowski;20-07-2022;1
Juliusz;Krol;20-07-2022;2,25
Juliusz;Krol;20-07-2022;2,25
Szymon;Nowakowski;20-07-2022;2
Aleksander;Urbanski;20-07-2022;1
Antoni;Niewiadomski;21-07-2022;2,5
Szymon;Nowakowski;21-07-2022;0
Antoni;Niewiadomski;21-07-2022;2,5
Przemyslaw;Romanowski;21-07-2022;2
Adam;Kaczmarek;21-07-2022;1,25
Przemyslaw;Romanowski;21-07-2022;2
Kazimierz;Szczepanski;22-07-2022;3,5
Kazimierz;Szczepanski;22-07-2022;3,5
Aleksander;Urbanski;22-07-2022;0
Przemyslaw;Romanowski;22-07-2022;0
Jacek;Romanowski;22-07-2022;0,25
Antoni;Niewiadomski;23-07-2022;4
Antoni;Niewiadomski;23-07-2022;4
Przemyslaw;Romanowski;23-07-2022;2,5
Aleksander;Urbanski;23-07-2022;2,5
Jacek;Romanowski;23-07-2022;1,5
Kazimierz;Szczepanski;23-07-2022;2
Adam;Kaczmarek;24-07-2022;2,5
Antoni;Niewiadomski;24-07-2022;0,5
Szymon;Nowakowski;24-07-2022;1
Adam;Kaczmarek;24-07-2022;2,5
Adam;Kaczmarek;25-07-2022;1
Aleksander;Urbanski;25-07-2022;2,75
Aleksander;Urbanski;25-07-2022;2,75
Jacek;Romanowski;25-07-2022;2
Przemyslaw;Romanowski;25-07-2022;1,5
Szymon;Nowakowski;25-07-2022;1
Adam;Kaczmarek;26-07-2022;0
Przemyslaw;Romanowski;26-07-2022;4
Juliusz;Krol;26-07-2022;2
Antoni;Niewiadomski;26-07-2022;0
Adam;Kaczmarek;27-07-2022;3
Antoni;Niewiadomski;27-07-2022;3
Przemyslaw;Romanowski;27-07-2022;2
Adam;Kaczmarek;27-07-2022;3
Szymon;Nowakowski;28-07-2022;2
Antoni;Niewiadomski;28-07-2022;0
Przemyslaw;Romanowski;28-07-2022;1,5
Jacek;Romanowski;28-07-2022;0,75
Przemyslaw;Romanowski;29-07-2022;4
Antoni;Niewiadomski;29-07-2022;2
Juliusz;Krol;29-07-2022;0
Adam;Kaczmarek;29-07-2022;2
Przemyslaw;Romanowski;30-07-2022;1
Antoni;Niewiadomski;30-07-2022;1,5
Przemyslaw;Romanowski;30-07-2022;1
Antoni;Niewiadomski;30-07-2022;1,5
Aleksander;Urbanski;30-07-2022;1
Szymon;Nowakowski;31-07-2022;1,5
Aleksander;Urbanski;31-07-2022;0
Przemyslaw;Romanowski;31-07-2022;1
Antoni;Niewiadomski;31-07-2022;0,5
Antoni;Niewiadomski;01-08-2022;3
Jacek;Romanowski;01-08-2022;2,5
Kazimierz;Szczepanski;01-08-2022;0
Przemyslaw;Romanowski;01-08-2022;3
Juliusz;Krol;01-08-2022;1,5
Przemyslaw;Romanowski;02-08-2022;1,5
Juliusz;Krol;02-08-2022;1,5
Antoni;Niewiadomski;02-08-2022;2,5
Kazimierz;Szczepanski;02-08-2022;1,5
Antoni;Niewiadomski;02-08-2022;2,5
Jacek;Romanowski;03-08-2022;0
Przemyslaw;Romanowski;03-08-2022;0
Kazimierz;Szczepanski;03-08-2022;1
Przemyslaw;Romanowski;03-08-2022;0
Adam;Kaczmarek;03-08-2022;0
Juliusz;Krol;04-08-2022;2,75
Aleksander;Urbanski;04-08-2022;1,5
Adam;Kaczmarek;04-08-2022;2
Antoni;Niewiadomski;04-08-2022;1
Jacek;Romanowski;05-08-2022;1
Kazimierz;Szczepanski;05-08-2022;0,25
Antoni;Niewiadomski;05-08-2022;1
Szymon;Nowakowski;05-08-2022;0
Adam;Kaczmarek;06-08-2022;1,5
Kazimierz;Szczepanski;06-08-2022;2
Kazimierz;Szczepanski;06-08-2022;2
Szymon;Nowakowski;06-08-2022;2
Adam;Kaczmarek;07-08-2022;0
Antoni;Niewiadomski;07-08-2022;0
Juliusz;Krol;07-08-2022;0,5
Kazimierz;Szczepanski;07-08-2022;0
Adam;Kaczmarek;08-08-2022;4
Adam;Kaczmarek;08-08-2022;4
Antoni;Niewiadomski;08-08-2022;3
Kazimierz;Szczepanski;08-08-2022;2
Antoni;Niewiadomski;09-08-2022;3
Adam;Kaczmarek;09-08-2022;1,25
Juliusz;Krol;09-08-2022;1
Szymon;Nowakowski;09-08-2022;2
Antoni;Niewiadomski;09-08-2022;3
Przemyslaw;Romanowski;10-08-2022;1
Aleksander;Urbanski;10-08-2022;2
Szymon;Nowakowski;10-08-2022;0,5
Jacek;Romanowski;10-08-2022;3,5
Jacek;Romanowski;11-08-2022;0,75
Przemyslaw;Romanowski;11-08-2022;6
Antoni;Niewiadomski;11-08-2022;3,5
Przemyslaw;Romanowski;11-08-2022;6
Juliusz;Krol;12-08-2022;1
Przemyslaw;Romanowski;12-08-2022;0,5
Kazimierz;Szczepanski;12-08-2022;1,5
Jacek;Romanowski;12-08-2022;3,5
Adam;Kaczmarek;12-08-2022;1,5
Antoni;Niewiadomski;12-08-2022;2
Szymon;Nowakowski;13-08-2022;2,25
Kazimierz;Szczepanski;13-08-2022;2,5
Adam;Kaczmarek;13-08-2022;0
Kazimierz;Szczepanski;13-08-2022;2,5
Juliusz;Krol;13-08-2022;1
Aleksander;Urbanski;14-08-2022;3
Przemyslaw;Romanowski;14-08-2022;0,5
Jacek;Romanowski;14-08-2022;1,5
Antoni;Niewiadomski;14-08-2022;0
Jacek;Romanowski;15-08-2022;1
Szymon;Nowakowski;15-08-2022;3
Juliusz;Krol;15-08-2022;1,5
Szymon;Nowakowski;15-08-2022;3
Kazimierz;Szczepanski;15-08-2022;0,5
Juliusz;Krol;16-08-2022;0
Szymon;Nowakowski;16-08-2022;2,5
Adam;Kaczmarek;16-08-2022;1
Antoni;Niewiadomski;16-08-2022;3
